0.0000, 0.0000, 0
0.0720, 0.0000, 0
0.1440, 0.0000, 0
0.2160, 0.0000, 0
0.2880, 0.0000, 0
0.3600, 0.0000, 0
0.4320, 0.0000, 0
0.5040, 0.0000, 0
0.5760, 0.0000, 0
0.6480, 0.0000, 0
0.7200, 0.0000, 0
0.0000, 0.0720, 0
0.0720, 0.0720, 0
0.1440, 0.0720, 0
0.2160, 0.0720, 0
0.2880, 0.0720, 0
0.3600, 0.0720, 0
0.4320, 0.0720, 0
0.5040, 0.0720, 0
0.5760, 0.0720, 0
0.6480, 0.0720, 0
0.7200, 0.0720, 0
0.0000, 0.1440, 0
0.0720, 0.1440, 0
0.1440, 0.1440, 0
0.2160, 0.1440, 0
0.2880, 0.1440, 0
0.3600, 0.1440, 0
0.4320, 0.1440, 0
0.5040, 0.1440, 0
0.5760, 0.1440, 0
0.6480, 0.1440, 0
0.7200, 0.1440, 0
0.0000, 0.2160, 0
0.0720, 0.2160, 0
0.1440, 0.2160, 0
0.2160, 0.2160, 0
0.2880, 0.2160, 0
0.3600, 0.2160, 0
0.4320, 0.2160, 0
0.5040, 0.2160, 0
0.5760, 0.2160, 0
0.6480, 0.2160, 0
0.7200, 0.2160, 0
0.0000, 0.2880, 0
0.0720, 0.2880, 0
0.1440, 0.2880, 0
0.2160, 0.2880, 0
0.2880, 0.2880, 0
0.3600, 0.2880, 0
0.4320, 0.2880, 0
0.5040, 0.2880, 0
0.5760, 0.2880, 0
0.6480, 0.2880, 0
0.7200, 0.2880, 0
0.0000, 0.3600, 0
0.0720, 0.3600, 0
0.1440, 0.3600, 0
0.2160, 0.3600, 0
0.2880, 0.3600, 0
0.3600, 0.3600, 0
0.4320, 0.3600, 0
0.5040, 0.3600, 0
0.5760, 0.3600, 0
0.6480, 0.3600, 0
0.7200, 0.3600, 0
0.0000, 0.4320, 0
0.0720, 0.4320, 0
0.1440, 0.4320, 0
0.2160, 0.4320, 0
0.2880, 0.4320, 0
0.3600, 0.4320, 0
0.4320, 0.4320, 0
0.5040, 0.4320, 0
0.5760, 0.4320, 0
0.6480, 0.4320, 0
0.7200, 0.4320, 0
