abs_x,abs_y,efficiency,potential_flux,absorbed_flux,cos_factor,shadow_losses,missing_losses
-0.8,-0.5,43.679663,78478.4,66020.29,48.59062699999999,302.00904719999994,
-0.8,-0.48,43.750664,78478.4,66125.65999999999,48.650904,349.5878447999999,
-0.8,-0.46,43.823183,78478.4,66234.84000000001,48.710592000000005,399.50606419999997,
-0.8,-0.44,43.879821,78478.4,66321.45,48.768823,451.30896149999995,
-0.8,-0.42,43.937311,78478.4,66408.09,48.826865000000005,506.8089135,
-0.8,-0.4,43.98753,78478.4,66483.28,48.883511,566.6704040000001,
-0.8,-0.38,44.039364,78478.4,66560.78,48.93925899999999,628.8484060999999,
-0.8,-0.36,44.08634499999999,78478.4,66633.66999999998,48.993901000000015,692.7405719999998,
-0.8,-0.34,44.12763299999999,78478.4,66698.59,49.047624,751.765136,
-0.8,-0.32,44.159837,78478.4,66751.34,49.099948,813.2707769999998,
-0.8,-0.3,44.19003300000001,78478.4,66800.57,49.151346000000004,874.05553,
-0.8,-0.28,44.216698,78478.4,66841.37,49.201496,936.36031,
-0.8,-0.26,44.246527,78478.4,66888.64000000001,49.250877,996.54508,
-0.8,-0.24,44.27423199999999,78478.4,66932.23,49.29901400000001,1065.04699,
-0.8,-0.22,44.29520499999999,78478.4,66966.29,49.345737,1133.05609,
-0.8,-0.2,44.317198000000005,78478.4,67001.61,49.39123100000001,1196.2176,
-0.8,-0.18,44.331496,78478.4,67024.02,49.43529,1257.0739999999998,
-0.8,-0.16,44.345544000000004,78478.4,67045.97,49.477962000000005,1320.0910000000001,
-0.8,-0.14,44.35421899999999,78478.4,67059.92,49.51886600000001,1382.3281000000002,
-0.8,-0.12,44.35928200000001,78478.4,67068.79000000001,49.559012,1444.8414,
-0.8,-0.1,44.360395,78478.4,67070.35,49.597705,1511.0776,
-0.8,-0.08,44.360240000000005,78478.4,67071.68,49.63435200000001,1574.3351000000002,
-0.8,-0.06,44.362792999999996,78478.4,67076.72,49.66972599999999,1637.6068,
-0.8,-0.04,44.35859,78478.4,67071.52,49.704233,1698.2646999999997,
-0.8,-0.02,44.34803,78478.4,67056.09999999999,49.737073,1761.6121999999998,
-0.8,0.0,44.332952,78478.4,67032.99,49.76898799999999,1821.4214,
-0.8,0.02,44.310153,78478.4,66999.12,49.799642000000006,1883.4519,
-0.8,0.04,44.287375000000004,78478.4,66965.03,49.828723999999994,1939.8741,
-0.8,0.06,44.260375999999994,78478.4,66922.31,49.855973999999996,2001.8430000000003,
-0.8,0.08,44.225604,78478.4,66870.03,49.88153799999999,2058.9365000000003,
-0.8,0.1,44.189462999999996,78478.4,66814.17,49.906068,2109.5290999999997,
-0.8,0.12,44.15592199999999,78478.4,66765.54,49.930057999999995,2159.5736,
-0.8,0.14,44.116287,78478.4,66705.32,49.95144300000001,2208.7061999999996,
-0.8,0.16,44.086894,78478.4,66662.37,49.971799,2246.3855000000003,
-0.8,0.18,44.048662,78478.4,66604.44,49.991,2282.7302,
-0.8,0.2,44.01837599999999,78478.4,66558.78,50.008144,2312.1905,
-0.8,0.22,43.973152,78478.4,66490.59,50.023444000000005,2343.629,
-0.8,0.24,43.92761800000001,78478.4,66423.26000000001,50.037871,2365.2852,
-0.8,0.26,43.879966,78478.4,66350.13,50.050712000000004,2386.0682999999995,
-0.8,0.28,43.82015500000001,78478.4,66260.06000000001,50.061421,2407.4716000000003,
-0.8,0.3,43.767338,78478.4,66179.69,50.07077499999999,2423.6464,
-0.8,0.32,43.706472,78478.4,66086.59,50.07875200000001,2436.5001,
-0.8,0.34,43.646513999999996,78478.4,65991.48,50.085719999999995,2451.2382,
-0.8,0.36,43.584708,78478.4,65894.93,50.09159,2461.8903,
-0.8,0.38,43.51875299999999,78478.4,65790.18999999999,50.095184,2465.3964,
-0.8,0.4,43.446016,78478.4,65679.06,50.097942999999994,2462.8505999999998,
-0.8,0.42,43.37380400000001,78478.4,65570.6,50.09987200000001,2462.6217,
-0.8,0.44,43.306173,78478.4,65468.72,50.10025000000001,2455.2141999999994,
-0.8,0.46,43.237448,78478.4,65367.25000000001,50.099842,2443.2783999999997,
-0.8,0.48,43.17815699999999,78478.4,65277.74999999999,50.09835800000001,2424.6064,
-0.8,0.5,43.106986,78478.4,65171.530000000006,50.094677000000004,2399.7780000000002,
-0.78,-0.5,43.86285,78478.4,66292.23000000001,48.6336,314.71067289999996,
-0.78,-0.48,43.932796,78478.4,66394.98000000001,48.69435499999999,367.70588240000006,
-0.78,-0.46,44.000418999999994,78478.4,66497.92,48.754591999999995,423.20183039999995,
-0.78,-0.44,44.056495999999996,78478.4,66583.25,48.813361,480.5114711,
-0.78,-0.42,44.11195,78478.4,66664.84999999999,48.871815000000005,544.2909899,
-0.78,-0.4,44.159639999999996,78478.4,66734.9,48.929032,610.9192708999999,
-0.78,-0.38,44.208586000000004,78478.4,66806.19,48.985641,682.0225955999999,
-0.78,-0.36,44.248729,78478.4,66866.95000000001,49.040777,756.1979371000002,
-0.78,-0.34,44.28628399999999,78478.4,66927.48,49.094549,824.211072,
-0.78,-0.32,44.314162,78478.4,66972.35,49.147118999999996,894.6674240000001,
-0.78,-0.3,44.337543,78478.4,67011.29,49.198561,963.2907600000001,
-0.78,-0.28,44.35994999999999,78478.4,67045.53,49.248863000000014,1033.02694,
-0.78,-0.26,44.381733999999994,78478.4,67080.26000000001,49.298562000000004,1102.70227,
-0.78,-0.24,44.401265,78478.4,67111.28,49.346946,1178.5744600000003,
-0.78,-0.22,44.414928999999994,78478.4,67135.73999999999,49.393679999999996,1249.94885,
-0.78,-0.2,44.428672999999996,78478.4,67159.32,49.439133,1324.4745000000003,
-0.78,-0.18,44.440367,78478.4,67177.7,49.48318499999999,1392.5605000000003,
-0.78,-0.16,44.449634,78478.4,67193.38,49.526447000000005,1464.5080999999996,
-0.78,-0.14,44.449439999999996,78478.4,67193.73999999999,49.567645000000006,1532.3408,
-0.78,-0.12,44.447191000000004,78478.4,67192.06,49.60842100000001,1602.9869,
-0.78,-0.1,44.440077,78478.4,67180.43000000001,49.647135000000006,1674.6325000000002,
-0.78,-0.08,44.437941,78478.4,67179.20000000001,49.684095000000006,1743.7455,
-0.78,-0.06,44.43528,78478.4,67175.58,49.719689,1813.9144000000001,
-0.78,-0.04,44.426955,78478.4,67165.46,49.754294,1879.0423,
-0.78,-0.02,44.408852,78478.4,67138.94,49.787330999999995,1945.8425,
-0.78,0.0,44.391161,78478.4,67111.28,49.819295,2009.8908000000001,
-0.78,0.02,44.367720999999996,78478.4,67075.18000000001,49.849605000000004,2076.2694,
-0.78,0.04,44.342360000000006,78478.4,67036.15000000001,49.878428,2140.1088999999997,
-0.78,0.06,44.306984,78478.4,66981.46999999999,49.90591800000001,2209.2495000000004,
-0.78,0.08,44.272732,78478.4,66929.66,49.931650000000005,2272.5425,
-0.78,0.1,44.23422,78478.4,66872.23000000001,49.95657799999999,2333.7295000000004,
-0.78,0.12,44.197238,78478.4,66820.38999999998,49.980825,2390.3261,
-0.78,0.14,44.153709000000006,78478.4,66754.17,50.00225700000001,2447.5024000000003,
-0.78,0.16,44.11824299999999,78478.4,66703.90000000001,50.022666,2492.8869,
-0.78,0.18,44.082446000000004,78478.4,66651.5,50.041795,2532.0231,
-0.78,0.2,44.045539000000005,78478.4,66597.46999999999,50.058977,2565.7388,
-0.78,0.22,43.994592,78478.4,66519.5,50.074109,2603.7934,
-0.78,0.24,43.947909,78478.4,66450.48000000001,50.088422,2628.7571000000003,
