abs_x,abs_y,efficiency,potential_flux,absorbed_flux,cos_factor,shadow_losses
-0.7,-0.4,0.7934566813186812,1509.1999999999985,1238.7639560439561,0.9001401978021978,43.9432641758242
-0.7,-0.38,0.7930351648351647,1509.1999999999985,1240.5267032967033,0.9006978901098904,45.006307142857146
-0.7,-0.36,0.7940424505494507,1509.1999999999985,1243.3363736263739,0.9010161648351648,45.4559063956044
-0.7,-0.34,0.7937603956043955,1509.1999999999985,1245.7564835164842,0.9014891978021978,45.382119890109884
-0.7,-0.32,0.7930726153846152,1509.1999999999985,1245.7957142857142,0.9016922527472531,46.205050307692304
-0.7,-0.3,0.7956217362637361,1509.1999999999985,1250.2316483516481,0.9021241978021974,45.237999450549445
-0.7,-0.28,0.7980196813186813,1509.1999999999985,1252.2500000000002,0.9026012857142854,45.03560883516484
-0.7,-0.26,0.797847241758242,1509.1999999999985,1253.4703296703299,0.902799879120879,45.409359846153855
-0.7,-0.24,0.7997546153846152,1509.1999999999985,1256.262527472527,0.9031538021978024,44.547798351648346
-0.7,-0.22,0.8010568461538461,1509.1999999999985,1257.8807692307691,0.9033889120879115,44.95734951648351
-0.7,-0.2,0.8025538021978019,1509.1999999999985,1260.0718681318679,0.9034215714285712,43.494160197802216
-0.7,-0.18,0.8034518571428568,1509.1999999999985,1261.8380219780215,0.9036350659340654,43.822589670329684
-0.7,-0.16,0.8042905384615381,1509.1999999999985,1263.2396703296704,0.9040745274725275,44.45078268131869
-0.7,-0.14,0.8037345934065934,1509.1999999999985,1263.9549450549453,0.9043931428571429,44.570620549450545
-0.7,-0.12,0.8046860000000002,1509.1999999999985,1265.310549450549,0.9043667802197802,43.788694461538476
-0.7,-0.1,0.806750934065934,1509.1999999999985,1266.0549450549447,0.9044741868131867,44.87000283516485
-0.7,-0.08,0.8046423626373628,1509.1999999999985,1265.5454945054946,0.9044786703296701,44.26038342857143
-0.7,-0.06,0.8068219560439559,1509.1999999999985,1266.8147252747253,0.9046200879120877,43.58928692307692
-0.7,-0.04,0.8056623076923075,1509.1999999999985,1266.3820879120879,0.9046302637362635,44.929413010989016
-0.7,-0.02,0.8066436593406593,1509.1999999999985,1267.9242857142856,0.9047590659340659,43.812992087912086
-0.7,0.0,0.8069022087912089,1509.1999999999985,1267.61978021978,0.9046128791208788,43.67794402197802
-0.7,0.02,0.8061789560439561,1509.1999999999985,1266.1212087912088,0.90461932967033,43.831627230769236
-0.7,0.04,0.8071632637362638,1509.1999999999985,1267.233956043956,0.9046375274725276,43.692204065934064
-0.7,0.06,0.8069511428571431,1509.1999999999985,1266.9506593406602,0.9045755934065931,43.539053230769234
-0.7,0.08,0.8057094615384611,1509.1999999999985,1266.083186813187,0.9044200549450544,43.610986857142855
-0.7,0.1,0.8058558131868132,1509.1999999999985,1264.862967032967,0.904180868131868,43.839906791208776
-0.7,0.12,0.8051345934065933,1509.1999999999985,1264.2834065934067,0.904327835164835,44.05732004395603
-0.7,0.14,0.8041096153846152,1509.1999999999985,1263.4993406593403,0.9041564945054943,44.3582332967033
-0.7,0.16,0.8046555934065934,1509.1999999999985,1261.7807692307697,0.9041717582417582,44.71398292307694
-0.7,0.18,0.8018645384615389,1509.1999999999985,1259.8278021978024,0.9037616043956045,44.219273208791215
-0.7,0.2,0.8009035384615386,1509.1999999999985,1259.1064835164832,0.9035780329670331,43.3758550989011
-0.7,0.22,0.8008018681318683,1509.1999999999985,1257.6868131868134,0.903499241758242,44.728393890109885
-0.7,0.24,0.7994294395604397,1509.1999999999985,1256.3276923076921,0.9031440549450556,44.42688595604395
