abs_x,abs_y,efficiency,potential_flux,absorbed_flux,cos_factor,shadow_losses
-0.7,-0.4,0.8315969999999998,1509.1999999999985,1256.7561538461543,0.9442818653846154,39.13738173076923
-0.7,-0.38,0.8312508846153848,1509.1999999999985,1256.206923076923,0.9454769038461535,42.10148076923077
-0.7,-0.36,0.8316192692307697,1509.1999999999985,1256.561346153846,0.9464965576923077,44.40010576923078
-0.7,-0.34,0.8313920192307693,1509.1999999999985,1256.0813461538457,0.9475973076923079,47.951232692307684
-0.7,-0.32,0.8316459615384614,1509.1999999999985,1256.2980769230771,0.9486041538461543,51.40701153846153
-0.7,-0.3,0.8307288269230768,1509.1999999999985,1254.936346153846,0.9495861923076923,54.677274999999995
-0.7,-0.28,0.8280388076923076,1509.1999999999985,1250.9517307692308,0.9506931730769229,59.135330769230755
-0.7,-0.26,0.8275871730769233,1509.1999999999985,1250.6657692307692,0.9515864038461536,61.80667692307692
-0.7,-0.24,0.8266678653846155,1509.1999999999985,1249.0815384615385,0.9525639038461539,65.3073153846154
-0.7,-0.22,0.8267347115384619,1509.1999999999985,1249.0076923076924,0.9534185769230769,67.41439038461539
-0.7,-0.2,0.8247631923076923,1509.1999999999985,1246.4680769230765,0.9543821346153845,72.09514807692307
-0.7,-0.18,0.8236644038461539,1509.1999999999985,1244.8465384615383,0.9551301538461539,74.68103846153844
-0.7,-0.16,0.8231049230769231,1509.1999999999985,1244.0105769230765,0.9561337500000001,77.63394807692306
-0.7,-0.14,0.8225088461538461,1509.1999999999985,1243.143076923077,0.9569105,81.17919230769228
-0.7,-0.12,0.8210773076923074,1509.1999999999985,1241.4475,0.957603826923077,83.5111173076923
-0.7,-0.1,0.8200195576923078,1509.1999999999985,1239.6776923076923,0.9583955769230769,86.68615961538465
-0.7,-0.08,0.818448423076923,1509.1999999999985,1237.3175,0.9591656153846154,90.71581923076923
-0.7,-0.06,0.8163926346153845,1509.1999999999985,1233.7840384615386,0.9598081923076924,94.95492884615383
-0.7,-0.04,0.815338076923077,1509.1999999999985,1232.5490384615384,0.9605186153846155,97.08896923076925
-0.7,-0.02,0.8144279230769228,1509.1999999999985,1231.1505769230769,0.961206653846154,100.16230384615385
-0.7,0.0,0.8125218269230767,1509.1999999999985,1228.337307692308,0.961807923076923,102.98620961538462
-0.7,0.02,0.8103545769230773,1509.1999999999985,1225.3015384615385,0.9623588846153847,105.75077884615386
-0.7,0.04,0.8077030192307691,1509.1999999999985,1221.394230769231,0.9629331923076923,109.34801538461537
-0.7,0.06,0.8058962115384616,1509.1999999999985,1218.823076923077,0.9634592115384618,113.29664038461539
-0.7,0.08,0.805346326923077,1509.1999999999985,1218.0626923076927,0.9639939423076924,114.49210384615388
-0.7,0.1,0.8022250192307693,1509.1999999999985,1213.8503846153847,0.9643864230769231,117.59060961538464
-0.7,0.12,0.8016683653846154,1509.1999999999985,1212.6173076923078,0.9648617307692304,118.99755000000002
-0.7,0.14,0.7995879423076923,1509.1999999999985,1209.7855769230764,0.9652657115384614,120.65767692307692
-0.7,0.16,0.7971563269230766,1509.1999999999985,1206.162115384615,0.9656868269230767,123.32760769230771
-0.7,0.18,0.7971000961538462,1509.1999999999985,1206.4178846153845,0.9660615769230768,125.01097692307691
-0.7,0.2,0.7944524423076922,1509.1999999999985,1202.5509615384615,0.9663322500000004,128.07135192307692
-0.7,0.22,0.7933437499999999,1509.1999999999985,1201.0840384615383,0.9666258461538463,127.3647576923077
-0.7,0.24,0.7924095961538462,1509.1999999999985,1199.4599999999998,0.9669318846153849,128.8206807692308
-0.7,0.26,0.7902719423076922,1509.1999999999985,1196.6028846153845,0.9671774423076924,130.61585384615387
-0.7,0.28,0.787613980769231,1509.1999999999985,1192.5148076923078,0.9674271730769229,132.7445519230769
-0.7,0.3,0.7886342115384614,1509.1999999999985,1194.7363461538464,0.967549769230769,131.68738653846154
-0.7,0.32,0.7858059423076924,1509.1999999999985,1190.1680769230773,0.9677346346153844,133.39848653846155
-0.7,0.34,0.7829456923076924,1509.1999999999985,1186.5124999999998,0.9677922499999999,133.75019999999998
-0.7,0.36,0.7836309230769231,1509.1999999999985,1187.5759615384613,0.967822442307692,132.7731576923077
-0.7,0.38,0.7803750961538463,1509.1999999999985,1183.043653846154,0.9681004807692309,135.6664653846154
-0.7,0.4,0.7796527115384614,1509.1999999999985,1181.8984615384613,0.9680478461538458,132.81655576923077
-0.68,-0.4,0.8359180576923075,1509.1999999999985,1263.3603846153846,0.9451185384615386,40.25313961538462
-0.68,-0.38,0.835845519230769,1509.1999999999985,1262.9299999999994,0.9462729038461538,42.496376923076916
-0.68,-0.36,0.835533153846154,1509.1999999999985,1262.4013461538464,0.9473519230769233,46.44412499999999
-0.68,-0.34,0.8344218846153842,1509.1999999999985,1260.5371153846152,0.9484908653846158,50.591251923076925
-0.68,-0.32,0.8335267499999996,1509.1999999999985,1258.9055769230772,0.9495655384615382,54.401592307692304
-0.68,-0.3,0.832531173076923,1509.1999999999985,1257.520769230769,0.9505072884615384,56.86744615384618
-0.68,-0.28,0.8326126923076921,1509.1999999999985,1257.856538461538,0.9516245769230769,61.22724615384617
-0.68,-0.26,0.831251942307692,1509.1999999999985,1256.247307692308,0.9524230769230768,62.97181346153848
-0.68,-0.24,0.8291798461538458,1509.1999999999985,1252.7780769230772,0.9533766346153848,67.15565384615384
-0.68,-0.22,0.8281974615384613,1509.1999999999985,1251.1261538461536,0.9542366730769228,70.86008076923078
-0.68,-0.2,0.8275692499999998,1509.1999999999985,1250.6048076923075,0.9551681730769229,74.41420769230768
